id,document_id,sentence_nr,content,code,title/text,dataset,url
12058,E1477,3,Die andere Fahrspur könnte über die Vogelsanger Str. verlaufen,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/venloer-str-zw-innerer-und-guertel-als-einbahnstr
12059,E1478,1,Konflikte mit Fußgängern,premise,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/konflikte-mit-fussgaengern
12060,E1478,2,Nach Querung des Gürtels wird der Radverkehr hier vor [Name des Schnellrestaurants] noch ein Stück auf dem Gehweg geführt und dann auf den Schutzstreifen auf die Straße übergeleitet.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/konflikte-mit-fussgaengern
12061,E1478,3,Diese kleine Stück Radweg auf dem Gehweg führt aber wegen der hohen Anzahl Fußgängern an der Stelle immer wieder zu Konflikten.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/konflikte-mit-fussgaengern
12062,E1479,1,fehlende Abstellmöglichkeiten,premise,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-abstellmoeglichkeiten-1
12063,E1479,2,Vor der Turnhalle der Schule fehlen sichere Fahrradabstellmöglichkeiten,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-abstellmoeglichkeiten-1
12064,E1480,1,fehlende Abstellmöglichkeiten,premise,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-abstellmoeglichkeiten-0
12065,E1480,2,fehlende Fahrradabstellmöglichkeiten vor dem neuen [Biomarkt],premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-abstellmoeglichkeiten-0
12066,E1481,1,fehlende Abstellmöglichkeiten,premise,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-abstellmoeglichkeiten
12067,E1481,2,fehlende Fahrradabstellmöglichkeiten vor [Name des Biomarkts],premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-abstellmoeglichkeiten
12068,E1482,1,Schutzstreifen / Rechtsabbiegespur,non-arg,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/schutzstreifen-rechtsabbiegespur
12069,E1482,2,"Richtung Innenstadt fahrend kommt es im Bereich Fuchsstr. immer wieder zu gefährlichen Situationen mit Autofahrern die auf die dort beginnende Rechtsabbiegespur wollen, während gleichzeitig der Radverkehr der geradeaus will hier nach links neben den Rechtsabbieger wechseln muss.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/schutzstreifen-rechtsabbiegespur
12070,E1482,3,Da es bekanntermaßen in Köln leider keinerlei Verkehrsmoral mehr gibt wird man hier als Radfahrer regelmäßig gefährdet.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/schutzstreifen-rechtsabbiegespur
12071,E1483,1,Schutzstreifen an der Haltestelle Liebigstr.,non-arg,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/schutzstreifen-der-haltestelle-liebigstr
12072,E1483,2,Im Bereich der Haltestelle Liebigstr. stadtauswärts kommt es immer wieder zu Konfliktsituationen mit Autos die bei Rückstau zum Teil mit auf dem dem Schutzstreifen,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/schutzstreifen-der-haltestelle-liebigstr
12073,E1483,3,Außerdem wird man hier ohne ausreichenden Sicherheitsabstand von den Autos überholt.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/schutzstreifen-der-haltestelle-liebigstr
12074,E1484,1,Radwegschäden,premise,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/radwegschaeden
12075,E1484,2,Der Radweg entlang der Inneren Kanalstr. ist zum Teil stark beschädigt,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/radwegschaeden
12076,E1485,1,Fehlende Radwege / Problematik Einfahrt Gelände Barthonia-Forum / kurze Ampelschaltung,premise,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-radwege-problematik-einfahrt-gelaende-barthonia-forum-kurze
12077,E1485,2,Auf der Vogelsanger Straße fehlen bislang Radwege.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-radwege-problematik-einfahrt-gelaende-barthonia-forum-kurze
12078,E1485,3,Die Straße soll ja irgendwann nächstes Jahr (?) saniert werden.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-radwege-problematik-einfahrt-gelaende-barthonia-forum-kurze
12079,E1485,4,"Bitte denken Sie daran, ausreichend Platz für Fahrradwege zu schaffen.",mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-radwege-problematik-einfahrt-gelaende-barthonia-forum-kurze
12080,E1485,5,"Ein weiteres Problem: Wer mit dem Fahrrad vom Barthonia-Forum auf die Straße fahren will (und umgekehrt), hat keinen Fahrradweg zur Verfügung und muss wegen der Ausfahrt aus der Tiefgarage höllisch aufpassen.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-radwege-problematik-einfahrt-gelaende-barthonia-forum-kurze
12081,E1485,6,Eigentlich müssten doch auf einem solchen Gelände Fußgänger und Fahrradfahrer Vorrang haben?,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-radwege-problematik-einfahrt-gelaende-barthonia-forum-kurze
12082,E1485,7,Außerdem ist die Linksabbieger-Ampel an der Ecke Barthonia-Forum/Vogelsanger Straße nur ganz kurz geschaltet.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-radwege-problematik-einfahrt-gelaende-barthonia-forum-kurze
12083,E1485,8,"Und die Trasse zu eng, um neben den Autos mit dem Fahrrad auf der Fahrbahn zu stehen.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/fehlende-radwege-problematik-einfahrt-gelaende-barthonia-forum-kurze
12084,E1486,1,Öffnung für gegenläufigen Radverkehr,mpos,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/oeffnung-fuer-gegenlaeufigen-radverkehr
12085,E1486,2,Als dirkete Verbindung zum Bahnhof Ehrenfeld wird die Hüttenstraße - bislang rechtswiedrig - von vielen Fahrradfahrern auch gegen die Einbahnstraße befahren.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/oeffnung-fuer-gegenlaeufigen-radverkehr
12086,E1486,3,"Es ist sinnnvoll und sicherer, die Straße zu öffnen!",mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/oeffnung-fuer-gegenlaeufigen-radverkehr
12087,E1487,1,Einbahnstraße Venloer Straße,mpos,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/einbahnstrasse-venloer-strasse
12088,E1487,2,Ich würde die Venloer Straße ab aüßere Kanalstraße Richtung Innenstadt in eine Einbahnstraße umwandeln und die Radwege von den Fußwegen auf die Straße verlegen,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/einbahnstrasse-venloer-strasse
12089,E1488,1,Gefahrenstelle,premise,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/gefahrenstelle
12090,E1488,2,An der Venloer Strasse in Höhe des Bezirksrathauses ist eine stark genutzte Fußgängerampel.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/gefahrenstelle
12091,E1488,3,"Dort kommt es regelmäßig zu Konflikten mit Radfahrern, da Radfahrer Vorfahrt haben, Fußgänger dies nicht wissen und leider meist auf keiner Seite Einsicht herrscht.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/gefahrenstelle
12092,E1488,4,"Kurzfristig könnte es vielleicht helfen, wenn man auf dem Radweg auf jeder Seite ein fettes Fahrradpiktogramm mit Ausrufezeichen anbringt oder einen Hinweis Achtung Radfahrer o.ä..",mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/gefahrenstelle
12093,E1488,5,Dann wären zumindest die Fußgänger gewarnt.,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/gefahrenstelle
12094,E1488,6,Dauerhaft muss der Radweg auf die Straße.,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/gefahrenstelle
12101,E1491,1,Venloer Strasse Ehrenfeld,non-arg,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/venloer-strasse-ehrenfeld
12102,E1491,2,"Ich bin morgens gegen 8:30 Uhr abends gegen 18:00 Uhr mit meinem Fahrrad unterwegs und mache den Vorschlag, die Venloer Strasse von der Moschee bis Ehrenfeldgürtel als Einbahnstrasse umzuwandeln.",mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/venloer-strasse-ehrenfeld
12103,E1491,3,Bitte beobachen Sie mal zu diesen Zeiten diesen Abschnitt.,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/venloer-strasse-ehrenfeld
12104,E1491,4,"Autofahrer, Radfahrer (langsame und Rennradfahrer), Fussgänger, Lieferantenfahrzeuge, Parkende Autos auf der Strasse... und fast jeder besteht auf sein Recht.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/venloer-strasse-ehrenfeld
12105,E1491,5,"Ein eigener Fahrradweg existiert zwar, allerdings befindet er sich auf der normalen Strasse, die dafür viel zu eng ist.",premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/venloer-strasse-ehrenfeld
12106,E1491,6,Hier ist wirklich Handlungsbedarf!!!!,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/venloer-strasse-ehrenfeld
12107,E1491,7,Danke für die tolle Aktion.,non-arg,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/venloer-strasse-ehrenfeld
12108,E1491,8,Hoffentlich fruchtet auch was...,non-arg,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/venloer-strasse-ehrenfeld
12109,E1491,9,"Viele Grüße, [Name entfernt]",non-arg,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/venloer-strasse-ehrenfeld
12116,E1493,1,Radverkehrsführung,non-arg,title,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/radverkehrsfuehrung
12117,E1493,2,Weinsbergstraße stadtauswärts zwischen Geisselstraße und Fröbelstraße Radweg wurde leider bei der schönen breiten Gehwegfläche entfernt.,premise,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/radverkehrsfuehrung
12118,E1493,3,Es fehlt ein Fahrradschutzstreifen auf der Fahrbahn,mpos,text,CD_C,https://www.raddialog-ehrenfeld.koeln/dialoge/ehrenfelder-raddialog/radverkehrsfuehrung
